ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets
23-30,02/04/23 20:32:37,https://twitter.com/Pepe21855368/status/1584554327628476421?t=n69RVoZWuxmozNism1Hd4A&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"gutom, Marcos",@Pepe21855368,Fernando,NULL,Anonymous,09/19,885,260,"City of London, London","@datumx11
Fake news ka bugok mas credible si Percy lapid kesa sayo.. Walang tag gutom noon kasi may FTI at KADIWA rolling stores umiikot sa bansa aside from green revolution project ni Mrs Marcos.. Wag Kang magkalat dito ng kamangmangan","@datumx11
You're fake news, Percy Lapid is more credible than you.. There was no famine back then because there were FTI and KADIWA rolling stores around the country aside from Mrs Marcos' green revolution project.. Don't spread ignorance here","Text, Reply",24/10/22 22:36,https://drive.google.com/file/d/1sbCpUGCXUj9sd9dDY4jUoCx5VD4zE8Zd/view?usp=share_link,Emotional,4,0,1
23-31,17/05/23 19:05:32,https://twitter.com/penkru18/status/1232591799639666688,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"mura bilihin, Marcos",@penkru18,เลยา 🇵🇭✌👊,🟢⚪🔴,Anonymous,05/18,150,179,NULL,"@PhilstarNews
May libreng reader's and science digest.2 pesos isang kilo ng bigas. Mura bilihin at pagkain.D nakakatakot maglaro sa gabi.After Edsa nganga kami sa gutom.Nagmahal presyo ng bilihin.Nawala dr sa clinic ng community nmin.wala n ding libreng babasahin sa school at kng ano ano pa","@PhilstarNews
There were free reader's and science digests. 2 pesos for a kilo of rice. Cheap goods and food. It wasn't scary to play at night. After Edsa we were starving. The price of goods increased. Our doctor at the community clinic was gone. There were also no free books at school and whatnot","Text, Reply",26/02/22 17:02,https://drive.google.com/file/d/1kaNorVnXEYRFubC3D79bc145Q58NcgnX/view?usp=share_link,Rational,0,0,0
23-32,02/04/23 20:44:58,https://twitter.com/gingerthwarp/status/1512270378764488707?t=r6cHIaf_BAKdi-ydY5RWWQ&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang gutom, Marcos",@gingerthwarp,paul,President Bongbong Marcos 🥳,Anonymous,03/22,72,45,NULL,"lahat ng mga bata noon araw2 may libreng nutri bun dahil gusto ni marcos walang gutom

nung mga panahon na yun may tawag na green revolution kung saan lahat ng bahay ay dapat mag tanim ng sarili nilang gulay para sa agricultura ng bansa at iwas gutom,, di umasa sa ibang produkto","All the children used to have a free nutribun every day because Marcos wanted no hunger

In those days, there was a call for the green revolution where every house should grow their own vegetables for the country's agriculture and avoid hunger, not relying on other products.","Text, Reply",08/04/2022 11:25,https://drive.google.com/file/d/1OLAQojESein2R39cG3m42bNJjcC-00ja/view?usp=share_link,Rational,0,4,0
23-33,02/04/23 20:54:40,https://twitter.com/dozZ3h_Vbril/status/1389477447851077632?t=vPjL1LWx6MAxida3SJvHfw&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"gutom, Marcos",@dozZ3h_Vbril,t ❤_💚 k! rO ツ,❤💚✌👊,Anonymous,09/15,2151,3127,NULL,"Tatay: Noong panahon ni Marcos bihira ang gutom.Ang mga estudyante noon kahit walang baon ay busog sa Recess.Madaming napagawa na gang ngayon ay napapa kinabangan.Yang mga pinagagawa ni Duterte mapapakinabangan yan ng mga susunod na Heneresyon. 
Me: 😊👊👊👊","Dad: During the time of Marcos, hunger was rare. The students back then, even if they had no money, were full in the Recess. Many things have been done that have been beneficial even until now. The things that Duterte is doing will benefit the next generations.
Me: 😊👊👊👊",Text,04/05/2021 15:10,https://drive.google.com/file/d/12LRmiRX4Z7JmNNbl3zu54svkm9-8Pwbh/view?usp=share_link,Emotional,2,0,0
23-34,02/04/23 21:02:37,https://twitter.com/WongLi2515/status/1296484410452320259?t=9cbD-lu2HDdtf5Iw2FeO3Q&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang gutom, nutribun, Marcos",@WongLi2515,女红 Wong Li Official (DDS) Taho Vendor,"Freedom is the sure POSSESSION of those Alone who have courage to defend it. 

DDS Troll 😜since 1991 
Davaoeno A Cebuano a Manileño & Lumad Mandaya
 #BBMSARAH2022",Anonymous,05/20,2516,3404,"Manila City, National Capital","@TLoremla 
It's true !! During Marcos time, I was in Grade school free food sa school.. walang batang gutom sa school may libreng gatas at nutribun na paka laki Ng tinapay...","@TLoremla
It's true!! During Marcos time, I was in Grade school free food at school.. no child hungry at school and there was free milk and the nutribun bread was very big...","Text, Reply",21/08/20 00:29,https://drive.google.com/file/d/1OHhcTXZad_oAlsny-dritFQvoPO6UtbQ/view?usp=share_link,Emotional,4,0,0
23-35,02/04/23 21:10:02,https://twitter.com/kkk_pak/status/718333911546359812?t=ydMn--8ukv03sgHNxPRy1w&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"gutom, Marcos",@kkk_pak,KKK,NULL,Anonymous,07/10,0,2,NULL,"During Marcos time, hindi uso ang baon at walang estudyanteng gutom. Students are just advised to bring Glass.... http://fb.me/4EQyGVqAz","During Marcos time, bringin money to school was not a trend and there were no hungry students. Students were just advised to bring Glass.... http://fb.me/4EQyGVqAz","Text, URL",08/04/2016 15:05,https://drive.google.com/file/d/1OKewZNsL7piRBbOCfm6Uc20o1mzzhGCT/view?usp=share_link,Rational,0,0,0
23-36,02/04/23 21:14:23,https://twitter.com/Smithtrina_/status/1469935095096426498?t=p8FpP_G-DVlOAXc-Y9h0Kg&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@Smithtrina_,루나,NULL,Anonymous,08/21,12,4,NULL,"@Rodybaher3 and @conrado_balweg 
Hindi sustainable pero walang nagugutom sa panahon nya?? Mura lahat ng bilihin? Wala nga daw mahirap sa panahon ni marcos e at bago ka magsalita ng dictator alamin mo muna kung bakit kailangang ipatupad ang martial law","@Rodybaher3 and @conrado_balweg
It's not sustainable but no one was hungry during that time?? All the goods were cheap? They say there was nothing difficult during the time of Marcos and before you speak of a dictator, first learn why martial law needed to be implemented","Text, Reply",12/12/2021 15:40,https://drive.google.com/file/d/1EYnNWoVIN7Eec__aQg4wsfFyJuFbc6cC/view?usp=share_link,Emotional,0,1,0
23-37,02/04/23 21:19:56,https://twitter.com/JLnFDlang/status/1454013705323261953?t=rJXrbFVe3fHkYAuSVHCHNg&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@JLnFDlang,JN Lang,BLINK🤩🥰CHANACC😇🥰TULIP🌷🥰 MAMI🐻🥰,Anonymous,10/19,708,687,NULL,"Nung panahon ni Marcos meron syang tinayong grupo na ""Kadiwa"" na tumutulong at nag bibigay ng libreng pagkain sa mga taong mahihirap kaya walang nagugutom na Pilipino nung kapanahunan nya. 

#BringBackMarcos","During the time of Marcos, he had a group called ""Kadiwa"" that helped and gave free food to poor people so no Filipino was hungry during his time.

#BringBackMarcos",Text,29/10/21 17:14,https://drive.google.com/file/d/1qvu_BUDBlX8cTmbuSLw8iTsd6eWWlvAw/view?usp=share_link,Rational,4,0,4
23-38,02/04/23 21:24:33,https://twitter.com/marredroyalty/status/1283285967546339330?t=zGDP9r0cAuPPmokHuMTE-A&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@marredroyalty,Marjhon Havana,"🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Anonymous,06/18,2474,2170,NULL,"25. Nung panahon ni Marcos meron syang tinayong grupo na ""Kadiwa"" na tumutulong at nag bibigay ng libreng pagkain sa mga taong mahihirap kaya walang nagugutom na Pilipino nung kapanahunan nya.","25. During the time of Marcos, he had a group called ""Kadiwa"" that helped and gave free food to poor people so no Filipino was hungry during his time.","Text, Reply",15/07/20 14:23,https://drive.google.com/file/d/1QfX8qeiFHmyByQeTpU1rKvNjyr34Ac8R/view?usp=share_link,Rational,4,0,1
23-39,02/04/23 21:32:53,https://twitter.com/Observe14745440/status/1246731909675139072?t=FzI2ouDyYVE-YwE2Thujmg&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@Observe14745440,Observer,NULL,Anonymous,04/20,65,1,NULL,Nag martial law sa panahon ng marcos pero mura ang bilihin walang nagugutom,"There was martial law during the Marcos era, but the prices were cheap and no one was hungry","Text, Reply",05/04/2020 17:30,https://drive.google.com/file/d/1Oy-dTFVNJ-6F74j9O50XuylTW8pdyh3q/view?usp=share_link,Rational,0,0,0
23-40,02/04/23 21:43:16,https://twitter.com/josh192004/status/1523114814930784256?t=pblZNvnaNXUVHyLOD7SqPQ&s=19,23,"Luteria, Jian Lawrence",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@josh192004,It'sme josh,💚🤍❤️,Anonymous,06/21,200,87,NULL,"nung panahon ni marcos meron siyang tinayong grupo na ""kadiwa"" na tumutulong at nagbibigay ng libreng pagkain sa mga taong mahihirap kaya walang nagugutom na pilipino nung kapanahunan niya.","during Marcos' time he had a group called ""Kadiwa"" that helped and gave free food to poor people so no Filipinos were hungry during his time.",Text,08/05/2022 09:37,https://drive.google.com/file/d/1Z0AEduPbVgcGmo94rcmbIo3ss70M3tVv/view?usp=share_link,Rational,0,0,0
23-41,30/12/99 22:53:32,https://twitter.com/Mags15385433/status/1531788735133626368?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@Mags15385433,Mags Gonzales Buenaventura,NULL,Anonymous,08/13,509,189,"General Mariano Alvarez, Calab","Klim,bulgur,corn meal,quaker.yan po ang rasyon sa mga tao nung Marcos regime kaya walang nagugutom,ang 1centavo naibibili at payapa ang buhay,walang mga snatcher,rapist,holdaper,akyat bahay at kidnaper.walang makakatulad sa panahon ni FEM.1962 ako pinanganak kaya alam ko. https://twitter.com/JoePring_/status/1450799542996135944","Klim, bulgur, corn meal, those were the rations of the people during the Marcos regime which is why nobody went hungry, the 1 centavo could be spent and life was peaceful, there were no snatchers, rapists, holduppers, burglars, and kidnappers. Nothing comes close to the time of FEM. I was born in 1962 which is why I know this.
https://twitter.com/JoePring_/status/1450799542996135944","Text, Reply",06/01/22 08:04,https://drive.google.com/file/d/1ELCMVpk5LflnQ8CsxkO6wHU-ZoccuukB/view?usp=sharing,Rational,0,0,0
23-42,30/12/99 23:03:15,https://twitter.com/msayselfermilan/status/1198106917127643137?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@msayselfermilan,🌸🌸,mama mo blue,Anonymous,09/19,118,90,Calabarzon,"25. Nung panahon ni Marcos meron syang tinayong grupo na ""Kadiwa"" na tumutulong at nag bibigay ng libreng pagkain sa mga taong mahihirap kaya walang nagugutom na Pilipino nung kapanahunan nya.","25. During Marcos' time he founded the group ""Kadiwa"" which helped and gave free food to the poor which was why no Filipino went hungry during his time.",Text,23/11/19 13:12,https://drive.google.com/file/d/1gie9uDzcMdlPQOB6hOQUj82-hPw3NLdx/view?usp=sharing,Rational,0,0,0
23-43,30/12/99 23:09:31,https://twitter.com/nettecatudiox/status/1455694376680640514?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@nettecatudiox,Nettecatudio,My mainship is Julie Anne San Jose and My favorite ship are Juliever and Kdlex reel or real🧡☺❤,Anonymous,12/20,453,259,❤Borongan Eastern Visayas❤,"at doon mismo napagtanto ko na mabubuti ang mga marcos,even my lola's and lolo's na nakaranas ng Martial law,sinabi nila na sa panahon ni Marcos di sila nagugutom kasi pagpapasok ka sa school may pagkain na na ibinibigay,safe ka lagi dahil walang rapist. And madami pang reasons.","and that was when I realized that the Marcos family were good people, even my grandmothers and grandfathers who went through Martial Law, they say that during Marcos' time they did not go hungry because they were provided food when they reached school, you were always safe because there weren't any rapists. And many more reasons.","Text, Reply (comment)",11/03/21 08:32,https://drive.google.com/file/d/1rdxmiImI4_lPqGHMwA_p-BBqJo2XNrOv/view?usp=sharing,Rational,0,0,0
23-44,30/12/99 23:11:35,https://twitter.com/CLoveadore/status/1441404432743211011?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"walang nagugutom, Marcos",@CLoveadore,malditang lola,Karma is a bitch when it hits you back. Defender of the truth. Don’t like corrupt politicians who use their power for their own agenda❤️💚Bbm Sara loyalist,Anonymous,06/19,1131,700,NULL,"Walang nagugutom at healthy mga batang nasa school dahil ecery minth meron libreng nutei bun milk at kibreng check up sa debtal at health. Malinis paligiran-Marcos while aquino tiwaling mga polis, maraming gutom, maraming basura. Mahal lahat bilhin electric tubig mahal","Nobody went hungry and the children who were in school were healthy because every month there was free nutribun, milk, and free checkups to your dental health. The surroundings were clean with Marcos while with aquino, the police were corrupt, many went hungry, there was a lot of trash. Goods were expensive, electricity and water were expensive","Text, Reply (comment)",24/09/21 22:09,https://drive.google.com/file/d/1JmUoTE9vz6pA_sKgHfqTiGVGdxP0o6mM/view?usp=sharing,Rational,1,0,0
23-45,30/12/99 23:18:31,https://twitter.com/DignosMarie123/status/1469151685738041344?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@DignosMarie123,rose@26,Simplicity is a key to happiness,Anonymous,09/15,377,22,"Cebu City, Central Visayas","Ang tinapay na ito ay nag paalala sa akin sa panahon ni Former President Ferdinand E. Marcos, nag bibigay ng libreng pagkain sa mga bata Noon, upang matugunan ang malnutrisyon,  para sa akin he is the  First Best President in the Philippines
#BBMSARA2022","This bread reminded me that the era of Former President Ferdinand E. Marcos gave free food to the children before, in order to combat malnutrition, for me he is the First Best President in the Philippines
#BBMSARA2022","Text, Image",12/10/21 11:47,https://drive.google.com/file/d/1ALFsWnohCiO7zq2gTBkUzacxqtB7wKj6/view?usp=sharing,Emotional,0,0,1
23-46,30/12/99 23:56:38,https://twitter.com/rhytmofashley/status/1440966947722596360?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@rhytmofashley,rhytm_of_ashlee,simply me..im just a listener but never a good adviser,Anonymous,02/11,224,231,at your soul,"Agree po.. lagi ko naririnig sa lola ko yan “ang buhay,panahon ni marcos mahigpit pero wala nagugutom,kahit mahirap makakabili pa rin pagkain at makakain”.","I agree... I always heard that from my grandmother, ""life during Marcos' time was strict but nobody went hungry, even the poor were able to buy food to eat"".","Text, Reply (comment)",23/09/21 17:11,https://drive.google.com/file/d/108zCHRCGjOVgfRgVgcDh6c_aRQExYsic/view?usp=sharing,Rational,2,0,0
23-47,03/04/23 02:30:01,https://twitter.com/KungBayan/status/1255885337584230401?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"pagkain, Marcos",@KungBayan,Mahal Kung Bayan,NULL,Anonymous,04/20,32,4,NULL,Nagka idad nlang ako sa bansa hindi ko Alam Kung ano ginawa ng mga Aquino.. Nag aaral ako ng elementary nung panahon president Marcos may pagkain kami sa school at pagatas. nung napunta na sananay ni panot yung pamamahala gutom Lahat ng mag aaral. Kaya ganun kabasura ang dilawan,"I grew old without knowing what the Aquino family did... I studied elementary during the time of President Marcos, we had food and milk at school. When the government went to the mother of the balding man, all students went hungry. That's how trash the dilawan were","Text, Reply (comment)",30/04/20 13:42,https://drive.google.com/file/d/1GJqvjNOgWhWwZThAi9Kw2_QfGbdz5NOo/view?usp=sharing,Emotional,1,0,0
23-48,30/12/99 23:27:03,https://twitter.com/JoyceMa21045085/status/1449248208660545539?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@JoyceMa21045085,Joyce Martin,"Hindi ako troll..No to vote buying!
BBMisMYPRESIDENT
BBM-SARA
SARA-BBM",Identified,09/21,843,1645,NULL,"Ganito kami noon, ang daming libre♥️","This was how we were before, many things were free♥️","Text, Image",16/10/21 13:37,https://drive.google.com/file/d/13tT3LIAoMwbIXeJvBNBKsnRuShcskG4z/view?usp=sharing,Rational,619,52,140
23-49,30/12/99 23:32:32,https://twitter.com/darwinHeat/status/1301037905117405184?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@darwinHeat,darwin cabutihan,"MALE,working in Jeddah KSA. 44yrs old.",Identified,06/12,1742,761,"Jeddah,KSA","True that, nung panahon ni Marcos, di sumasablay sa pagkain ng tatlong beses isang araw ang mga tao. 

Ang galunggong na mula sa pagkain ng mahihirap ay naging pagkain ng mayayaman, that is the hallmark of Cory Aquino's administration!","True that, back in Marcos' time, the people never failed to eat tree times a day

Galunggong (mackerel) went from being the food of the poor to the food of the rich, that is the hallmark of Cory Aquino's administration!","Text, Reply (comment)",09/02/20 14:03,https://drive.google.com/file/d/1SBFLcM7bSNgwffQK7eds_0hQrMOJMt1K/view?usp=sharing,Rational,4,1,2
23-50,30/12/99 23:48:24,https://twitter.com/JoyceMa21045085/status/1450982532086841344?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@JoyceMa21045085,Joyce Martin,"Hindi ako troll..No to vote buying!
BBMisMYPRESIDENT
BBM-SARA
SARA-BBM",Identified,09/21,843,1645,NULL,Kaya ang mahirap lang naghirap dahil sa mga DILAWAN NA PINK NA NGAYON..Noong panahon ni Marcos hindi namin naramdaman ang gutom dahil sagana ang mga libreng pagkain at gatas..Noong panahon ni Cory wala na bagsak hanggang kay Ninoy. https://twitter.com/JoePring_/status/1450799542996135944,"The reason why the poor were the only ones who suffered is because of the DILAWAN WHO BECAME PINK NOW..Back during the time of Marcos we did not feel hunger because the free food and milk were abundant... Back during the time of Cory it went downhill even until Ninoy.
https://twitter.com/JoePring_/status/1450799542996135944","Text, URL",21/10/21 08:29,https://drive.google.com/file/d/135xk8u4TShdyZvGMMh7EU0iYxcdc4OQ_/view?usp=sharing,Emotional,2,0,1
23-51,30/12/99 23:53:08,https://twitter.com/penkru18/status/1440273283266408452?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@penkru18,เลยา 🇵🇭✌👊,🟢⚪🔴,Anonymous,05/18,148,179,NULL,"I agree @PulbuRonn
 ML was very necessary during that time. Kung hindi dhil sa ML nangyari din sana sa Pinas ang nangyari sa Cambodia. Also, panahon ni Marcos napakasarap mamuhay. D nga ako nakaisip ng pera non kc ang dami namang libreng pagkain na pnammigay sa school at community","I agree @PulbuRonn
 ML was very necessary during that time. If it weren't for ML, what happened in Cambodia would have also happened to the Philippines. Also, it was very nice living in the time of Marcos. I did not even think of money before because there was a lot of free food that was given by the school and the community.",Text,21/09/21 19:14,https://drive.google.com/file/d/1hJQsNYbyeZxCWI5gfuIMN40IX-xJ4ilk/view?usp=sharing,Rational,1,0,0
23-52,30/12/99 00:02:51,https://twitter.com/nickojpam/status/1450389781335052288?s=20,23,"Rosales, Christian Jay",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"libreng pagkain, Marcos",@nickojpam,@niculeth,Keep God first to your life,Anonymous,08/15,193,83,NULL,"Lahat kasalanan ni Marcos Yan,naka upo na sya ang sisihin nyo yung past administration,nung panahon Marcos may mga libre sa pag aaral  pati mga pagkain Ng mga estudyante  libre,bakit pati pag aaral Ng anak ni BBM pinakiki alaman nyo inggit Lang Yan😜ang sisihin nyo mga dilawan","Everything was caused by Marcos, he was already in power, blame the past administration, back during the time of Marcos there was free education and even the food for the students was free, why meddle with the schooling of BBM's son that's just jealousy😜blame the dilawan","Text, Reply (comment)",19/10/21 17:14,https://drive.google.com/file/d/1h0rflzOGapilRruSeu4u7dY7CK5OatCi/view?usp=sharing,Rational,5,2,0
23-53,03/04/23 01:52:35,https://twitter.com/ConsignaLaisa/status/1457542084458528770,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Agriculture, Panahon ni marcos, Pagkain, exporter, Masagana 99",@ConsignaLaisa,Laisa Consigna,What makes me special is that God love me,Anonymous,10/21,22,2,NULL,"@silverrage1 @bongbongmarcos Hindi po babagsak ekonomiya natin kung bawat probinsya tulad ng sa Ilocos yung agriculture nila, lalo napot magsasaka ho ang mga magulang ko  remember po biggest exporter po ang pilipinas sa panahon ni marcos dahil may masagana 99 at iba pang pang agriculture","@silverrage1 @bongbongmarcos Our economy would not have failed if every province had an agricultural system like Ilocos, especially that my parents were both farmers. Remember that the Philippines was the biggest exporter during the time of Marcos because of Masagana 99 and of other things for agriculture.","Text, Reply (comment)",11/08/21 02:54,https://drive.google.com/file/d/1p8INh6fxeYjXmNhK4L03WMK-ZbFueHKw/view?usp=share_link,Emotional,0,1,0
23-54,03/04/23 01:56:26,https://twitter.com/JournevivB/status/1545409010060255233,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"agricultural production, gobyerno, irrigation, marcos, panahon ni marcos, masagana",@JournevivB,Ylo Garcia,NULL,Anonymous,09/21,229,126,NULL,@dozZ3h_Vbril Yan ngaa eh kasi naabutan ko pa.panahon ni Marcos..masagana ang agricultural production..kasi suportado ng gobyerno lalo ung irrigation..at bigla lang nawala ng mapatalsik si https://t.co/iCkbrv5Xtm..,"@dozZ3h_Vbril That is what I experienced back then, during the time of Marcos..Agricultural products were in abundance..because of governmental support, especially with irrigation..and everthing changed when Marcos sr. was removed from office. https://t.co/iCkbrv5Xtm..","Text, Reply (comment)",08/07/22 14:06,https://drive.google.com/file/d/1V3KAZleOT0FPYvlKhKLGbC2TcTng8lDB/view?usp=share_link,Rational,3,0,0
23-55,03/04/23 02:00:08,https://twitter.com/kennethkhan06/status/1525262610538500096,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"martial law, lolo, lola, masagana, panahon ni Marcos",Kenneth Khan,kennethkhan06,% Respect,Anonymous,11/21,65,9,NULL,@thatoneesteban @kbrosas Di lahat ng tao dati sa martial law ay biktima...sabi ng lolo at lola ko maganda ang buhay dati noong panahon ni marcos ....nag ka martial law lang daw dahil sa komonesta...yung iba na hindi lumabag sa batas di naman na bibiktima...masagana daw ang pamumuhay noon walang gutom...,"@thatoneesteban @kbrosas Not all people in the part are victims during the time of Martial Law ... according to my grandfather and grandmother, life back then was great during the time of Marcos ... Martial Law was set in place only because of communists ... Those who did not disobey the law were not victims ... life was properous back then no hunger ...","Text, Reply (comment)",05/13/22 23:51,https://drive.google.com/file/d/1eTzgoR-WEt4GGIPMI_BJ-nbKkLVD-x2D/view?usp=share_link,Emotional,0,0,0
23-56,03/04/23 02:02:59,https://twitter.com/GlowyDc/status/1456222278501289990,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"panahon ni marcos, gutom, media, malasakit",Glowy Dc,GlowyDc,"I am a believer of truth
but Army at heart",Anonymous,02/21,476,378,NULL,"Sa mga nakaranas ng libreng Milo, milk(Klim), bulgur, tinapay, libreng mouthwash nung panahon ni Marcos , tanging si Marcos lang ang merong malasakit sa mga busog at gutom na pamilya na walang media na nakasunod.
#LabanMarcosJr 
Marcos Pa Rin","For those who experienced free Milo, milk(Klim), bulgur, bread, free mouthwash during the time of Marcos, only Marcos has the compassion for those families who are full and hungry without the media covering for them. 
#LabanMarcosJr 
Still Marcos",Text,11/04/21 11:30,https://drive.google.com/file/d/1ueFU8jHs7DRKsUM7YmYV4BlD8jyhIdHn/view?usp=share_link,Emotional,92,5,35
23-57,03/04/23 02:04:37,https://twitter.com/Botitsky/status/1530363337179025408,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Lyndon Johnson, Philippines, rice, Masagana 99, BBM",Diego,Botitsky,There's no job too big when you believe in the Universe.,Identified,08/10,1466,1075,USA,"PFEM showing US president Lyndon Johnson why Philippines is top rice producing country in Asia, circa 1966. Nag level up pa rice program ng bansa in 1973 under Masagana 99. Yan ang leadership.. BBM-Sara are poised to bring back greatness! #BagongPilipinas ❤ https://t.co/iDIKunhMnj","PFEM showing US president Lyndon Johnson why Philippines is top rice producing country in Asia, circa 1966. The rice program of the country leveled up in 1973 under Masagana 99. That is the kind of leadership.. BBM-Sara are poised to bring back greatness! #BagongPilipinas ❤ https://t.co/iDIKunhMnj","Text, Image",05/28/22 9:40,https://drive.google.com/file/d/12JYbRBujsvqXCSuU0HkhGf8uCDv1ZtPE/view?usp=share_link,Rational,672,18,151
23-58,03/04/23 02:05:27,https://twitter.com/AlfonsoCorpuz/status/1636163180434194432,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"IRRI, Rice, masagana 99, ilocano",Sir-Al-Cee,AlfonsoCorpuz,"I love Books, Movies & Videos, Nature, Technology, Math, Science. Master-in-Physics Education. Marcos Loyalist. Duterte Supporter. https://t.co/HdyiB3lQT4…",Anonymous,09/21,2062,1725,Mindanao,Ito po yung experience ng insan ko nung early 70s. The rice shortage was caused by consecutive typhoons at hindi mismanagement na pinipilit ng mga pinklawan. The Masagana 99 was born after that (although may IRRI na at that time). Ilocano solutions. https://t.co/Og8KahZYPZ,"This was the experience of my cousin during the early 70s. The rice shortage was caused by consecutive typhons and it was not because of mismanagement, as asserted by the pinklawan. The Masagana 99 was born after that (although there was already IRRI at that time). Ilocano solutions. https://t.co/Og8KahZYPZ","Text, Image",03/16/22 0:31,https://drive.google.com/file/d/1XrrTuY0cggNtWN_qfecmV9_hB6mwBZG3/view?usp=share_link,Emotional,37,8,9
23-59,03/04/23 02:06:09,https://twitter.com/MrMontero888888/status/1530725386899759104,23,"Lorico, Hans Daniel",MRCS,Misinformation on Food Situation during Ferdinand Marcos' Regime,"Marcos, Rice, Masagana 99, BBM-Sara",Mr.Montero,MrMontero888888,Marcos  Duterte,Anonymous,06/21,5004,5046,NULL,"PFEM with him, US president Lyndon Johnson and company. During his presidency, Philippines is top rice producing country in Asia, circa 1966. A rice program  until 1973 under Masagana 99. I wish BBM-Sara will do the same leadership as his father does. https://t.co/PHoZO2tdXp","PFEM with him, US president Lyndon Johnson and company. During his presidency, Philippines is top rice producing country in Asia, circa 1966. A rice program  until 1973 under Masagana 99. I wish BBM-Sara will do the same leadership as his father does. https://t.co/PHoZO2tdXp","Text, Image",05/29/22 1:39,https://drive.google.com/file/d/1EQbhmoKriFjDTtneYvABIFOGe8ITDVak/view?usp=share_link,Rational,25,12,8
